Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,Salary,Player_Comp_Share
237,Deni Avdija,WAS,21,82,35,47,24.2,8.4,3,7.1,43.2,1,3.2,31.7,1.3,1.7,75.7,0.6,4.5,5.2,2,1.1,0.7,0.5,2.3,20.3,3,0,-0.8,4692840,0.000938568
238,Lance Stephenson,IND,31,46,11,35,17.7,8.3,3.2,7,45.5,0.6,2,30,1.4,1.7,78.8,0.3,2.5,2.8,3.6,1.6,0.5,0.1,2.1,17.3,3,0,-2.5,642729,0.0001285458
239,Nicolas Batum,LAC,33,59,31,28,24.8,8.3,3,6.6,46.3,1.8,4.6,40,0.4,0.6,65.8,0.5,3.8,4.3,1.7,0.7,1,0.7,1.4,20.4,0,0,-2.2,3170029,0.0006340058
240,Aaron Wiggins,OKC,23,50,13,37,24.2,8.3,3.1,6.7,46.3,0.8,2.8,30.4,1.2,1.7,72.9,1,2.5,3.6,1.4,1.1,0.6,0.2,1.9,16,0,0,-4.7,,
241,Landry Shamet,PHX,25,69,53,16,20.8,8.3,2.8,7,39.4,1.8,4.8,36.8,1,1.2,84,0.2,1.6,1.8,1.6,0.6,0.4,0.1,1.3,13.9,0,0,2,3768342,0.0007536684
242,Isaiah Stewart,DET,21,71,21,50,25.6,8.3,3.5,6.9,51,0.2,0.6,32.6,1,1.5,71.8,3.2,5.5,8.7,1.2,1.2,0.3,1.1,3,23.5,12,0,-5.2,3277080,0.000655416
243,Isaiah Hartenstein,LAC,24,68,37,31,17.9,8.3,3.4,5.4,62.6,0.2,0.4,46.7,1.3,1.9,68.9,1.7,3.2,4.9,2.4,1.2,0.7,1.1,2.5,22,2,0,2.5,1669178,0.0003338356
244,Naz Reid,MIN,22,77,42,35,15.8,8.3,3,6.2,48.9,0.7,2.2,34.3,1.5,1.9,76.5,1.3,2.6,3.9,0.9,1.1,0.5,0.9,2.2,17.6,4,0,-1.2,1782621,0.0003565242
245,Isaiah Jackson,IND,20,36,9,27,15,8.3,3.2,5.7,56.3,0.1,0.4,31.3,1.7,2.4,68.2,1.7,2.5,4.1,0.3,1.1,0.7,1.4,2.6,18.9,3,0,-1.1,2451240,0.000490248
246,Corey Kispert,WAS,23,77,31,46,23.4,8.2,3,6.7,45.5,1.5,4.2,35,0.7,0.8,87.1,0.7,2,2.7,1.1,0.6,0.5,0.3,1.2,14.7,0,0,0.5,3383640,0.000676728
247,Hassan Whiteside,UTA,33,65,40,25,17.9,8.2,3.3,5.1,65.2,0,0,0,1.6,2.6,62.3,2.6,5,7.6,0.4,0.8,0.3,1.6,2.8,22.9,14,0,3.5,1669178,0.0003338356
248,Shake Milton,PHI,25,55,34,21,21.4,8.2,3.1,7.3,42.9,0.8,2.4,32.3,1.1,1.3,83.6,0.5,2,2.6,2.5,0.8,0.5,0.3,1.8,16.7,0,0,-0.5,1846738,0.0003693476
249,Otto Porter Jr.,GSW,29,63,41,22,22.2,8.2,3.1,6.6,46.4,1.3,3.4,37,0.8,1,80.3,1.4,4.4,5.7,1.5,0.6,1.1,0.5,1.3,21.3,5,0,3.7,1669178,0.0003338356
250,Daniel Theis,BOS,30,47,20,27,20.8,8.2,3.2,6.2,51.9,0.7,2.3,30.8,1,1.5,68.1,1.3,3.6,4.9,0.9,1,0.4,0.7,2.4,17.6,3,0,-1.9,8280351,0.0016560702
251,Onyeka Okongwu,ATL,21,48,26,22,20.7,8.2,3.3,4.7,69,0,0,0,1.7,2.3,72.7,2.4,3.5,5.9,1.1,0.9,0.6,1.3,3.1,21.7,1,0,2.3,6104280,0.001220856
252,Rudy Gay,UTA,35,55,34,21,18.9,8.1,2.9,6.9,41.4,1.3,3.7,34.5,1.1,1.4,78.5,1,3.4,4.4,1,0.9,0.5,0.3,1.7,16.5,0,0,3.3,5890000,0.001178
253,Damian Jones,SAC,27,56,19,37,18.2,8.1,3.1,4.8,65.8,0.2,0.5,34.5,1.7,2.3,71.8,1.3,3.1,4.4,1.2,1.1,0.5,0.8,2.3,18.1,2,0,-3.1,1977011,0.0003954022
254,Ziaire Williams,MEM,20,62,41,21,21.7,8.1,3.1,6.8,45,1.2,3.9,31.4,0.7,0.9,78.2,0.4,1.7,2.1,1,0.7,0.6,0.2,1.8,13.8,0,0,2,4373040,0.000874608
255,Cory Joseph,DET,30,65,19,46,24.6,8,2.7,6.2,44.5,1,2.4,41.4,1.5,1.7,88.5,0.4,2.2,2.7,3.6,1.3,0.6,0.3,2.3,18.1,0,0,-3.1,4910000,0.000982
256,Malik Newman,CLE,25,1,0,1,7.7,8,3,5,60,0,1,0,2,2,100,0,1,1,1,1,0,0,0,9.7,0,0,1,,
256,Mike Muscala,OKC,30,43,15,28,13.8,8,2.6,5.8,45.6,1.6,3.8,42.9,1.1,1.3,84.2,0.5,2.5,3,0.5,0.3,0.4,0.6,1.3,15.1,0,0,0.5,3365385,0.000673077
258,Lindy Waters III,OKC,24,25,6,19,18.6,8,2.8,7,40.6,2.1,5.8,36.3,0.2,0.2,80,0.2,2.7,2.9,1,0.4,0.8,0.3,1.2,15.7,0,0,-1.6,,
259,Andre Drummond,BKN,28,73,42,31,19.7,7.9,3.4,5.9,57,0,0,0,1.2,2.2,52.4,3.1,6.2,9.3,1.8,1.6,1.1,0.9,2.6,26.2,18,0,0.5,1669178,0.0003338356
260,Josh Christopher,HOU,20,74,18,56,18,7.9,3,6.8,44.8,0.8,2.6,29.6,1.1,1.5,73.5,0.7,1.8,2.5,2,1.5,0.9,0.2,1.3,15.6,0,0,-3.7,2259240,0.000451848
261,Jordan Nwora,MIL,23,62,34,28,19.1,7.9,3,7.5,40.3,1.3,3.7,34.8,0.6,0.7,83.7,0.6,3,3.6,1,0.9,0.4,0.3,1.3,14.7,3,0,-1.2,1517981,0.0003035962
262,Grant Williams,BOS,23,77,49,28,24.4,7.8,2.7,5.6,47.5,1.4,3.4,41.1,1.1,1.2,90.5,0.8,2.7,3.6,1,0.8,0.5,0.7,2.4,16.5,1,0,1.9,2617800,0.00052356
263,Zach Collins,SAS,24,28,14,14,17.9,7.8,2.7,5.5,49,0.5,1.5,34.1,1.9,2.3,80,1.6,3.8,5.5,2.2,1.6,0.5,0.8,2.4,19.9,1,0,1.4,7000000,0.0014
264,Drew Eubanks,POR,25,71,19,52,17.5,7.7,3.1,5.2,59.6,0.1,0.3,21.7,1.4,1.8,76.2,1.8,3.5,5.4,1.2,1.1,0.4,0.6,1.7,17.8,7,0,-4.6,1762796,0.0003525592
265,Cody Martin,CHA,26,71,41,30,26.3,7.7,2.9,6,48.2,0.9,2.2,38.4,1.1,1.5,70.1,1.2,2.9,4,2.5,0.9,1.2,0.5,1.6,20.5,0,0,-0.4,1782621,0.0003565242
266,R.J. Hampton,ORL,21,64,15,49,21.9,7.6,2.7,7.1,38.3,1,2.9,35,1.2,1.8,64.1,0.4,2.7,3,2.5,1.4,0.7,0.2,1.6,16.2,0,0,-6.5,2303040,0.000460608
267,Aleksej Pokusevski,OKC,20,61,19,42,20.2,7.6,3,7.5,40.8,0.9,3.2,28.9,0.6,0.8,70,1.2,4,5.2,2.1,1.5,0.6,0.6,1.4,19.3,5,1,-0.7,3113160,0.000622632
268,Furkan Korkmaz,PHI,24,67,44,23,21.1,7.6,2.7,7,38.7,1.1,4,28.9,1,1.3,81,0.3,2.3,2.6,1.9,0.7,0.5,0.1,0.9,14.7,1,0,0.5,4629630,0.000925926
269,P.J. Tucker,MIA,37,71,45,26,27.9,7.6,2.9,6,48.4,1.1,2.7,41.5,0.6,0.9,73.8,1.4,4,5.5,2.1,0.9,0.8,0.2,2.3,19.4,5,0,3.2,7000000,0.0014
270,Markieff Morris,MIA,32,17,10,7,17.5,7.6,3.2,6.7,47.4,0.8,2.3,33.3,0.5,0.5,88.9,1,1.6,2.6,1.4,1.2,0.4,0.1,1.9,12.9,0,0,1.1,1669178,0.0003338356
271,Trendon Watford,POR,21,48,16,32,18.1,7.6,3,5.6,53.2,0.2,0.8,23.7,1.5,2,75.5,1.2,3,4.1,1.7,0.9,0.5,0.6,2.4,17.5,2,0,-7.3,436482,8.73E-05
272,Kris Dunn,POR,28,14,1,13,24,7.6,3.1,7.3,43.1,0.1,0.8,9.1,1.2,1.3,94.4,0.6,2.9,3.5,5.6,2.3,1.6,0.2,2.7,23.5,0,0,-6.6,5005350,0.00100107
273,Kyle Anderson,MEM,28,69,46,23,21.5,7.6,3,6.8,44.6,0.5,1.6,33,1,1.5,63.8,1,4.3,5.3,2.7,1,1.1,0.7,1.6,22.2,2,0,0.9,9937150,0.00198743
274,Draymond Green,GSW,32,46,34,12,28.9,7.5,2.9,5.6,52.5,0.3,1.2,29.6,1.3,2,65.9,1,6.3,7.3,7,3,1.3,1.1,3,30.9,4,1,4.2,24026712,0.0048053424
275,Raul Neto,WAS,30,70,29,41,19.6,7.5,2.9,6.3,46.3,0.5,1.7,29.2,1.2,1.5,76.9,0.2,1.7,1.9,3.1,1.1,0.8,0,1.5,15.8,0,0,-1.2,1669178,0.0003338356
276,D.J. Wilson,TOR,26,4,2,2,13.5,7.5,2.8,3.8,73.3,0,0.5,0,2,2.5,80,0.3,3.8,4,1.3,0.5,1.3,0.3,1.5,18.2,0,0,-4,,
277,Goran Dragic,BKN,36,21,10,11,23.7,7.5,2.7,7.2,37.7,0.8,3,25.4,1.3,1.6,81.8,0.6,2.5,3.1,4.1,1.6,0.9,0.2,2.1,19,0,0,0.3,460463,9.21E-05
278,Jeremiah Robinson-Earl,OKC,21,49,15,34,22.2,7.5,2.7,6.6,41.4,1.2,3.4,35.2,0.8,1.1,74.1,1.5,4.1,5.6,1,0.8,0.6,0.3,1.5,17.6,3,0,-4.9,2000000,0.0004
279,Thomas Bryant,WAS,24,27,8,19,16.3,7.4,2.9,5.5,52,0.4,1.6,28.6,1.3,1.5,87.5,1,3,4,0.9,0.7,0.2,0.8,1.6,15.8,0,0,-2.8,8666667,0.0017333334
280,Alex Caruso,CHI,28,41,24,17,28,7.4,2.5,6.2,39.8,1,3.1,33.3,1.4,1.8,79.5,0.8,2.8,3.6,4,1.4,1.7,0.4,2.6,22.7,1,0,2.7,8650651,0.0017301302
281,Damion Lee,GSW,29,63,41,22,19.9,7.4,2.7,6.1,44.1,1,3,33.7,1,1.2,88,0.4,2.8,3.2,1,0.6,0.6,0.1,1.5,14.3,0,0,1.5,1910860,0.000382172
282,Kenrich Williams,OKC,27,49,17,32,21.9,7.4,3,6.5,46.1,0.8,2.5,33.9,0.6,1.1,54.5,1.5,3,4.5,2.2,0.9,0.9,0.2,1.7,18.5,0,0,0.5,2000000,0.0004
283,Royce O'Neale,UTA,29,77,46,31,31.2,7.4,2.6,5.8,45.7,1.5,4,38.9,0.6,0.7,80.4,0.8,3.9,4.8,2.5,1,1.1,0.4,2.4,20.4,3,0,3,8800000,0.00176
284,Jared Harper,NOP,24,5,2,3,8.6,7.4,2.8,5.2,53.8,1,2.4,41.7,0.8,0.8,100,0.4,0,0.4,2.8,0.4,0.8,0.2,1,14.7,0,0,1.4,,
285,Wes Iwundu,ATL,27,3,2,1,27.4,7.3,2.7,6,44.4,1,1.7,60,1,1.3,75,1,3.3,4.3,0,0.3,0.3,0,2.7,13.2,0,0,0,1824003,0.0003648006
286,Jeremy Lamb,SAC,30,56,23,33,16.7,7.3,2.4,6.2,38.3,1,3,32.4,1.6,1.9,84,0.5,2.3,2.8,1.4,0.7,0.6,0.4,1.1,15,0,0,0.4,10500000,0.0021
287,Austin Reaves,LAL,24,61,28,33,23.2,7.3,2.4,5.2,45.9,0.9,2.7,31.7,1.6,1.9,83.9,0.7,2.4,3.2,1.8,0.7,0.5,0.3,1.4,15.5,1,1,0.9,925258,0.0001850516
288,Taurean Prince,MIN,28,69,40,29,17.1,7.3,2.6,5.7,45.4,1.2,3.3,37.6,0.9,1.2,75.6,0.4,2.1,2.5,1,0.8,0.7,0.3,1.7,14.1,0,0,-0.1,13000000,0.0026
289,Joe Ingles,POR,34,45,28,17,24.9,7.2,2.6,6.3,40.4,1.7,5,34.7,0.4,0.5,77.3,0.3,2.6,2.9,3.5,1,0.5,0.1,1.8,16.8,0,0,4.1,13036364,0.0026072728
290,Keon Johnson,POR,20,37,8,29,18.8,7.2,2.6,7.4,35.3,0.9,2.7,34,1.1,1.4,80.4,0.6,1.5,2.2,2.1,1.2,0.8,0.3,1.9,14.9,0,0,-7.8,2553120,0.000510624
291,Javonte Green,CHI,28,65,38,27,23.4,7.2,2.7,5,54.2,0.6,1.6,35.6,1.2,1.5,83.3,1.4,2.8,4.2,0.9,0.5,1,0.5,2,17.8,0,0,0.3,1669178,0.0003338356
292,Braxton Key,DET,25,11,5,6,17.9,7.2,3,6.5,45.8,0.5,1.9,28.6,0.6,1.2,53.8,1.2,3.4,4.5,1,1,0.9,1,2.4,18.9,0,0,2.5,,
293,Ty Jerome,OKC,24,48,15,33,16.7,7.1,2.6,6.8,37.8,1.1,3.9,29,0.8,1,80.9,0.4,1.2,1.6,2.3,0.8,0.6,0.1,1.5,13.9,0,0,-0.1,2412840,0.000482568
294,Theo Maledon,OKC,21,51,14,37,17.8,7.1,2.3,6.2,37.5,0.9,2.9,29.3,1.5,2,79,0.4,2.2,2.6,2.2,1.3,0.6,0.2,1.3,14.6,1,0,-3.9,2000000,0.0004
295,Gary Payton II,GSW,29,71,47,24,17.6,7.1,3,4.8,61.6,0.6,1.7,35.8,0.5,0.8,60.3,1,2.5,3.5,0.9,0.6,1.4,0.3,1.8,17,1,0,2.5,1669178,0.0003338356
296,Robin Lopez,ORL,34,36,9,27,17,7.1,3.1,5.5,55.3,0.1,0.2,33.3,0.9,1.5,59.3,1.9,1.6,3.5,1.5,1.2,0.1,0.5,1.9,14,3,0,-1.8,5000000,0.001
297,Sekou Doumbouya,LAL,21,2,0,2,8.2,7,2.5,4,62.5,0.5,1,50,1.5,2,75,1,2,3,0,1,1.5,1,0.5,17.1,0,0,12,3613680,0.000722736
298,Goga Bitadze,IND,22,50,17,33,14.6,7,2.6,5,52,0.5,1.6,28.8,1.3,1.9,68.1,1.6,2,3.5,1.1,0.9,0.4,0.8,2.1,15.7,2,0,-0.6,3098400,0.00061968
299,Larry Nance Jr.,NOP,29,46,19,27,22.6,7,2.8,5.4,52.2,0.5,1.5,32.9,0.9,1.2,70.2,1.6,3.8,5.4,1.8,0.8,0.9,0.4,1.8,19.4,0,0,-1.3,10690909,0.0021381818
300,Maxi Kleber,DAL,30,59,36,23,24.6,7,2.4,6,39.8,1.4,4.3,32.5,0.8,1.1,70.8,1.2,4.7,5.9,1.2,0.8,0.5,1,2.3,19.5,2,0,2,8975000,0.001795
301,Olivier Sarr,OKC,23,22,6,16,19.1,7,2.6,4.6,57.4,0.6,1.3,44.8,1.1,1.3,82.8,1.5,2.7,4.2,0.9,1,0.3,0.7,2.4,15.2,1,0,-1.3,,
302,Steven Adams,MEM,28,76,51,25,26.3,6.9,2.8,5.1,54.7,0,0,0,1.4,2.6,54.3,4.6,5.4,10,3.4,1.5,0.9,0.8,2,27.4,14,0,4.6,17073171,0.0034146342
303,Jarred Vanderbilt,MIN,23,74,41,33,25.4,6.9,2.9,4.9,58.7,0,0.2,14.3,1.2,1.8,65.6,2.9,5.5,8.4,1.3,1,1.3,0.6,2.4,23.8,8,0,2.2,4050000,0.00081
304,Killian Hayes,DET,20,66,21,45,25,6.9,2.7,7,38.3,0.7,2.5,26.3,0.9,1.1,77,0.5,2.6,3.2,4.2,1.7,1.2,0.5,2.8,20.4,2,0,-5.6,5572680,0.001114536
305,Serge Ibaka,MIL,32,54,30,24,16.3,6.8,2.7,5.5,50,0.7,1.8,37.4,0.6,0.8,72.7,1.1,3.5,4.6,0.9,0.8,0.2,0.6,1.9,15.3,3,0,-1,9720900,0.00194418
306,Mason Jones,LAL,23,4,2,2,12.6,6.8,1.8,3.8,46.7,0.3,1,25,3,3.8,80,0.3,2.3,2.5,1,0.3,0.5,0,2,12.5,0,0,5.8,,
307,Brandon Boston,LAC,20,51,26,25,14.9,6.7,2.5,6.4,38.5,0.7,2.2,30.6,1.2,1.4,81.9,0.3,1.8,2.2,1,0.6,0.5,0.3,0.8,12.5,0,0,-0.7,925258,0.0001850516
308,Wayne Ellington,LAL,34,43,15,28,18.8,6.7,2.3,5.5,41.4,1.9,4.9,38.9,0.2,0.3,81.8,0.2,1.6,1.8,0.7,0.4,0.5,0.1,1,11.4,0,0,-1.4,1669178,0.0003338356
309,Stanley Johnson,LAL,26,48,16,32,22.8,6.7,2.4,5.2,46.6,0.7,2.2,31.4,1.1,1.5,71.6,0.7,2.5,3.2,1.7,0.7,0.9,0.3,2.3,15.9,0,0,-1,888616,0.0001777232
310,Georgios Kalaitzakis,OKC,23,13,8,5,16.4,6.6,2.4,5.2,46.3,0.8,2,38.5,1.1,2.3,46.7,0.5,1.2,1.6,0.9,1.5,0.8,0.2,1.5,11.4,0,0,-10.3,925258,0.0001850516
310,Torrey Craig,PHX,31,78,36,42,20.5,6.6,2.6,5.7,45.4,1,3,32.9,0.5,0.7,75,1.1,2.9,4,1.2,0.9,0.6,0.5,1.9,15.4,3,0,-2.4,4878049,0.0009756098
312,Zeke Nnaji,DEN,21,41,24,17,17,6.6,2.3,4.5,51.6,0.9,2,46.3,1,1.6,63.1,1.4,2.2,3.6,0.4,0.6,0.4,0.3,1.9,13.1,0,0,-1.1,2498760,0.000499752
313,Mason Plumlee,CHA,32,73,40,33,24.6,6.5,2.8,4.4,64.1,0,0,0,0.9,2.3,39.2,2.4,5.3,7.7,3.1,1.4,0.8,0.7,3.1,23.7,7,0,0.1,9248333,0.0018496666
314,BJ Johnson,ORL,26,4,2,2,16.1,6.5,2.8,6.3,44,1,2.5,40,0,0,0,1.5,2.3,3.8,0,0,0,0.3,1,11.8,0,0,-3,,
315,JaMychal Green,DEN,32,67,36,31,16.2,6.4,2.4,4.9,48.6,0.5,1.9,26.6,1.2,1.4,87.1,1.2,3,4.2,0.9,0.9,0.6,0.4,2.4,15,1,0,-1.3,8200000,0.00164
316,Josh Jackson,SAC,25,51,12,39,16.3,6.4,2.4,5.9,40,0.6,2.5,25.4,1.1,1.5,71.4,0.4,2.4,2.8,1.1,0.9,0.5,0.4,1.7,13.2,0,0,-3.1,5005350,0.00100107
317,Blake Griffin,BKN,33,56,29,27,17.1,6.4,2.4,5.6,42.5,0.7,2.6,26.2,1,1.4,72.4,1.1,3,4.1,1.9,0.6,0.5,0.3,1.7,15.8,1,0,-1.7,1669178,0.0003338356
318,Brandon Knight,DAL,30,5,2,3,12.9,6.4,2,5,40,0.8,3.4,23.5,1.6,1.6,100,0,1.6,1.6,1.6,0.8,0.2,0,1,10.5,0,0,-1.2,,
319,Justin Anderson,IND,28,16,3,13,19.7,6.4,2.3,5.9,37.9,0.9,3.7,25.4,0.9,1.2,78.9,0.3,2.6,2.9,2.1,0.5,0.5,0.4,1.4,15,0,0,-0.9,,
320,Isaiah Livers,DET,23,19,8,11,20.2,6.4,2.2,4.7,45.6,1.4,3.4,42.2,0.6,0.7,85.7,0.8,2.2,3,1.1,0.8,0.7,0.4,1.9,14,1,0,-0.5,1057260,0.000211452
321,Avery Bradley,LAL,31,62,27,35,22.7,6.4,2.4,5.6,42.3,1.3,3.4,39,0.3,0.3,88.9,0.5,1.7,2.2,0.8,0.6,0.9,0.1,1.9,12.5,0,0,-2.9,1669178,0.0003338356
322,Aaron Holiday,PHX,25,63,34,29,16.2,6.3,2.4,5.4,44.7,0.6,1.6,37.9,0.9,1.1,86.8,0.4,1.6,1.9,2.4,1.1,0.7,0.1,1.5,13.7,0,0,-0.6,3980551,0.0007961102
323,Derrick Walton Jr.,DET,27,3,1,2,36.1,6.3,2,8.7,23.1,1,4.3,23.1,1.3,1.3,100,0.7,2.7,3.3,7,3.7,2.3,1.3,2.7,28.2,0,0,-1,,
324,Lou Williams,ATL,35,56,33,23,14.3,6.3,2.2,5.7,39.1,0.7,1.8,36.3,1.2,1.4,85.9,0.3,1.3,1.6,1.9,0.8,0.5,0.1,0.9,11.9,0,0,0.3,5000000,0.001
325,Ish Smith,WAS,33,65,27,38,17.3,6.3,2.8,6.6,43,0.4,1,37.3,0.2,0.4,62.5,0.4,1.8,2.2,3.8,1.2,0.7,0.4,1.2,16.6,1,0,-2.4,4500000,0.0009
326,Dewayne Dedmon,MIA,32,67,43,24,15.9,6.3,2.4,4.3,56.6,0.3,0.7,40.4,1.1,1.5,75,1.6,4.2,5.8,0.7,1,0.4,0.6,2.6,16.2,3,0,0.7,1669178,0.0003338356
327,Hassani Gravett,ORL,25,8,2,6,21.4,6.3,2.3,4.8,47.4,1.4,3.3,42.3,0.4,0.5,75,0.1,2.5,2.6,2.5,1.1,0.6,0.1,1.6,14.3,0,0,-0.3,,
328,Vít Krejčí,OKC,22,30,8,22,23,6.2,2.3,5.6,40.7,1.1,3.3,32.7,0.6,0.7,86.4,0.6,2.8,3.4,1.9,1,0.6,0.3,2.2,14.9,1,0,-6,,
329,Payton Pritchard,BOS,24,71,46,25,14.1,6.2,2.3,5.3,42.9,1.4,3.5,41.2,0.3,0.3,100,0.5,1.4,1.9,2,0.6,0.4,0.1,0.9,12.2,0,0,0.9,2137440,0.000427488
330,Chaundee Brown Jr.,ATL,23,5,1,4,20.7,6.2,2,6.4,31.3,1.2,3.6,33.3,1,1.2,83.3,0.2,3,3.2,0.8,0.2,0.4,0,1.4,12.2,0,0,-4,,
330,Dwight Howard,LAL,36,60,21,39,16.2,6.2,2.2,3.7,61.2,0.1,0.3,53.3,1.6,2.4,65.8,2,4,5.9,0.6,0.8,0.6,0.6,1.9,16.9,5,0,-2.1,1669178,0.0003338356
332,Thaddeus Young,TOR,34,52,27,25,16.3,6.2,2.7,5.2,51.8,0.3,0.9,35.4,0.4,0.9,46.9,1.5,2.5,4,2,1,1,0.3,1.6,17.1,0,0,0.4,14190000,0.002838
333,Day'Ron Sharpe,BKN,20,32,12,20,12.2,6.2,2.7,4.7,57.7,0.1,0.2,28.6,0.8,1.3,58.5,2.5,2.5,5,0.5,0.9,0.3,0.5,1.9,14.4,2,0,1.8,2009040,0.000401808
334,George Hill,MIL,36,54,36,18,23.2,6.2,2.2,5.1,42.9,0.8,2.5,30.6,1.1,1.1,91.9,0.7,2.2,2.9,2.2,0.8,0.8,0.1,1.3,14.9,0,0,5.8,4000000,0.0008
335,Jalen McDaniels,CHA,24,55,34,21,16.3,6.2,2.2,4.6,48.4,0.7,2,38,1,1.3,73.6,0.7,2.4,3.1,1.1,0.7,0.5,0.4,1.7,13.4,1,0,0.8,1782621,0.0003565242
336,Jose Alvarado,NOP,24,54,25,29,15.4,6.1,2.4,5.4,44.6,0.6,2,29.1,0.7,1,67.9,0.5,1.4,1.9,2.8,0.7,1.3,0.1,1.4,16.1,1,0,2.6,150000,3.00E-05
337,Nemanja Bjelica,GSW,34,71,48,23,16.1,6.1,2.3,4.8,46.8,0.8,2.1,36.2,0.8,1.1,72.8,0.9,3.3,4.1,2.2,1.2,0.6,0.4,1.8,16,3,0,1.8,1669178,0.0003338356
338,Lamar Stevens,CLE,24,63,35,28,16.1,6.1,2.5,5.1,48.9,0.3,1,27.7,0.8,1.2,70.7,0.7,1.9,2.6,0.7,0.7,0.5,0.3,1.7,11.9,0,0,-0.6,1517981,0.0003035962
339,Tristan Thompson,CHI,31,57,20,37,15.7,6,2.5,4.7,52.8,0,0.1,33.3,1.1,2,52.6,2.1,2.9,5.1,0.6,0.8,0.4,0.4,1.7,14.5,1,0,-1.1,1000000,0.0002
340,Alex Len,SAC,29,39,17,22,15.9,6,2.4,4.5,53.4,0.2,0.5,28.6,1.1,1.6,65.1,1.3,2.8,4.1,1.2,1.1,0.3,0.6,2.6,14.5,2,0,-1.9,3732000,0.0007464
341,Austin Rivers,DEN,29,67,41,26,22.1,6,2.2,5.2,41.7,1.2,3.4,34.2,0.5,0.7,72.7,0.3,1.4,1.7,1.3,0.8,0.8,0.1,1.8,11.8,0,0,0.8,1669178,0.0003338356
342,Kevon Looney,GSW,26,82,53,29,21.1,6,2.5,4.4,57.1,0,0,0,0.9,1.5,60,2.5,4.7,7.3,2,0.8,0.6,0.6,2.6,20.6,5,0,2,5178572,0.0010357144
343,Tre Jones,SAS,22,69,32,37,16.6,6,2.4,4.9,49,0.1,0.7,19.6,1,1.3,78,0.4,1.8,2.2,3.4,0.7,0.6,0.1,1.1,15.2,3,0,-0.2,1517981,0.0003035962
344,Quentin Grimes,NYK,22,46,21,25,17.1,6,2.1,5.1,40.4,1.6,4.1,38.1,0.3,0.4,68.4,0.5,1.5,2,1,0.6,0.7,0.2,1.6,12,0,0,-1.2,2168760,0.000433752
345,Kessler Edwards,BKN,21,48,22,26,20.6,5.9,2.3,5.6,41.2,1,2.8,35.3,0.3,0.4,84.2,0.9,2.7,3.6,0.6,0.9,0.6,0.5,1.8,13.6,1,0,-1.3,5318,1.06E-06
346,Danuel House Jr.,UTA,29,42,18,24,17.3,5.9,1.9,4.7,40.4,1,2.8,37.6,1,1.4,75.9,0.4,2.2,2.6,1,0.8,0.5,0.4,1.2,12.6,0,0,1.5,565986,0.0001131972
347,Danny Green,PHI,35,62,37,25,21.8,5.9,2,5.2,39.4,1.7,4.4,38,0.2,0.2,78.6,0.5,2,2.5,1,0.7,1,0.6,1.7,14.5,0,0,1.3,10000000,0.002
348,Kira Lewis Jr.,NOP,21,24,6,18,14.2,5.9,2.5,6.1,40.4,0.5,2.4,22.4,0.4,0.5,83.3,0.4,1.3,1.6,2,1.1,0.5,0,0.7,11.3,0,0,-4.5,3822240,0.000764448
349,CJ Elleby,POR,22,58,17,41,20.2,5.8,2.1,5.3,39.3,0.6,2.2,29.4,1,1.4,71.4,1.1,2.8,3.9,1.5,1,0.6,0.3,2,14.6,0,0,-6,1517981,0.0003035962
350,Bismack Biyombo,PHX,29,36,30,6,14.1,5.8,2.4,4,59.3,0,0,0,1.1,2,53.5,1.8,2.9,4.6,0.6,0.7,0.3,0.7,1.9,14.8,6,0,1.4,863368,0.0001726736
351,Luka Garza,DET,23,32,3,29,12.2,5.8,2.1,4.6,44.9,0.5,1.5,32.7,1.2,1.9,62.3,1.8,1.3,3.1,0.6,0.6,0.3,0.2,1.7,11.3,2,0,-2,925258,0.0001850516
352,Xavier Moon,LAC,27,10,7,3,13.7,5.8,2.5,5.1,49,0.5,1.4,35.7,0.3,0.5,60,0.2,1.2,1.4,2.4,0.6,0.7,0.3,0.9,13.5,0,0,0.2,,
353,Cassius Stanley,DET,22,9,3,6,17.2,5.8,2.1,5.1,41.3,0.4,1.9,23.5,1.1,1.1,100,0.6,1.6,2.1,0.4,0.7,0.6,0.2,1.9,10.6,0,0,-1.7,,
354,Joshua Primo,SAS,19,50,22,28,19.3,5.8,2,5.4,37.4,0.8,2.7,30.7,0.9,1.2,74.6,0.6,1.6,2.3,1.6,1.1,0.4,0.5,1.6,12.3,0,0,-1.6,3946800,0.00078936
355,Eric Paschall,UTA,25,58,36,22,12.7,5.8,2,4.1,48.5,0.7,1.9,37,1.1,1.5,76.7,0.5,1.3,1.8,0.6,0.5,0.2,0.1,0.9,9.1,0,0,-0.5,1782621,0.0003565242
356,Carsen Edwards,DET,24,4,1,3,19.8,5.8,2.3,7.5,30,1,4,25,0.3,0.3,100,0.5,1,1.5,3.5,1.3,0.5,0,1,13.1,0,0,-3,1782621,0.0003565242
357,Matisse Thybulle,PHI,25,66,43,23,25.5,5.7,2.3,4.5,50,0.7,2.2,31.3,0.5,0.7,79.1,0.6,1.7,2.3,1.1,0.6,1.7,1.1,2.4,18.1,0,0,1.3,2840160,0.000568032
